,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
5657,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.75,0
6288,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.45,0
4592,0,Yes,Yes,39,Yes,Yes,No,No,No,No,No,One year,Yes,Others,24.2,0
3040,0,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Others,108.6,1
4136,0,Yes,No,47,Yes,No,No,No,No,No,No,One year,No,Others,19.9,0
5251,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,69.05,1
3152,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,One year,Yes,Others,95.85,0
2422,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.05,0
6023,1,No,No,51,Yes,No,No,No,No,No,No,Two year,No,Others,19.6,0
4245,0,Yes,Yes,63,Yes,No,No,No,No,No,No,Two year,No,Others,19.7,0
5436,0,No,Yes,1,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Electronic check,54.5,0
6308,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,70.35,0
407,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,93.95,0
5207,1,Yes,No,24,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Others,40.65,1
4428,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,No,Electronic check,103.3,1
114,0,Yes,Yes,64,No,No,DSL,No,Yes,No,Yes,Two year,Yes,Electronic check,54.6,0
696,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Two year,Yes,Others,85.15,0
6360,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.3,1
2095,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.95,1
3309,0,No,No,25,Yes,No,No,No,No,No,No,One year,No,Others,19.9,0
1963,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,70.7,0
2091,0,No,Yes,50,Yes,No,No,No,No,No,No,Two year,No,Others,20.15,0
827,0,Yes,Yes,14,Yes,Yes,No,No,No,No,No,Month-to-month,No,Others,25.55,0
1566,0,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Two year,Yes,Others,75.4,0
3608,0,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,75.25,1
3707,0,Yes,Yes,69,Yes,No,No,No,No,No,No,Two year,No,Others,19.9,0
721,0,Yes,Yes,61,Yes,No,No,No,No,No,No,Two year,No,Others,20.55,0
6415,0,Yes,No,58,No,No,DSL,Yes,Yes,No,No,One year,Yes,Electronic check,45.35,0
6994,0,Yes,Yes,43,Yes,Yes,No,No,No,No,No,One year,Yes,Others,24.45,0
5306,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,83.65,1
18,0,Yes,Yes,10,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,No,Others,55.2,1
5980,0,No,No,17,Yes,No,DSL,Yes,Yes,No,Yes,One year,No,Others,79.85,0
1298,0,Yes,Yes,24,No,No,DSL,Yes,Yes,Yes,No,One year,No,Electronic check,57.6,0
1654,0,Yes,Yes,1,Yes,No,No,No,No,No,No,One year,No,Others,18.8,0
3790,0,No,No,2,Yes,No,No,No,No,No,No,One year,No,Others,19.3,1
964,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.7,1
2650,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Others,84.35,0
1564,1,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.35,1
1354,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.35,1
355,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,80.25,1
6465,0,Yes,Yes,59,Yes,No,No,No,No,No,No,Two year,No,Others,20.6,0
5013,1,No,No,23,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,34.65,0
4368,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.85,1
4685,0,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Others,108.9,0
5588,0,No,No,1,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Others,49.65,1
2936,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,102.65,0
2408,0,Yes,Yes,45,Yes,No,No,No,No,No,No,Two year,No,Others,20.85,0
3352,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,85.45,1
918,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.7,0
2356,0,No,No,46,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,45.2,0
1931,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Others,111.8,0
3883,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.8,0
423,0,Yes,Yes,44,Yes,Yes,No,No,No,No,No,One year,No,Others,25.7,0
638,1,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Others,104.55,1
3702,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,79.15,1
5399,0,No,No,50,Yes,No,No,No,No,No,No,One year,No,Others,19.75,0
5543,1,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Electronic check,78.85,0
1717,0,Yes,No,72,Yes,No,No,No,No,No,No,Two year,No,Others,19.7,0
6031,1,Yes,Yes,12,No,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,29.3,0
2016,0,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,86.45,1
6623,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,76.45,1
318,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.15,1
4838,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Others,109.7,0
6822,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,80.3,1
2678,0,No,No,30,Yes,No,No,No,No,No,No,One year,No,Others,19.7,0
4289,0,No,No,54,Yes,No,No,No,No,No,No,Two year,No,Others,20.1,0
5764,1,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,Yes,Two year,No,Electronic check,93.75,0
6401,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,Yes,Others,55.1,1
2294,0,No,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.7,1
4586,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,118.75,0
3963,0,No,No,68,Yes,No,No,No,No,No,No,Two year,No,Others,19.6,0
1426,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,92.0,0
5410,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,Yes,No,Two year,Yes,Others,99.0,0
4072,1,No,No,9,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.55,0
4098,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.2,1
4445,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,No,Others,98.0,0
4141,1,No,No,35,No,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.85,0
2519,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,0
5517,1,Yes,Yes,71,Yes,No,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Others,86.7,0
955,0,Yes,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,44.7,1
2107,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.35,0
1371,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.2,1
2211,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Others,104.4,0
4526,0,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Others,73.75,0
5769,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Others,109.0,0
2721,1,No,No,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.25,1
132,0,No,No,67,Yes,No,DSL,No,No,No,Yes,Two year,No,Others,50.55,0
5334,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Two year,Yes,Others,107.95,1
1154,0,Yes,Yes,45,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,24.65,0
5148,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.35,0
6036,0,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,0
3164,0,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.4,0
3954,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,94.8,0
4746,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,1
6635,0,Yes,No,24,Yes,No,No,No,No,No,No,One year,No,Others,20.1,0
3946,0,No,No,9,No,No,DSL,Yes,No,Yes,Yes,Month-to-month,No,Others,58.5,1
4729,0,Yes,Yes,69,No,No,DSL,No,Yes,Yes,No,Two year,Yes,Others,54.95,0
4928,1,Yes,Yes,4,Yes,No,DSL,No,No,No,No,Month-to-month,No,Electronic check,46.0,1
70,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,No,Others,49.05,0
4184,1,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,79.9,1
6726,1,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,70.75,1
120,0,Yes,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Others,99.8,0
5503,0,Yes,Yes,35,Yes,No,No,No,No,No,No,One year,No,Others,20.05,0
5200,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,106.5,0
6941,0,Yes,Yes,61,No,No,DSL,Yes,Yes,No,Yes,One year,Yes,Others,50.7,0
4411,0,Yes,No,57,No,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Others,49.9,0
168,1,Yes,No,58,No,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.3,1
88,0,Yes,Yes,46,Yes,No,No,No,No,No,No,Two year,Yes,Others,19.95,0
3628,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Others,69.5,0
1678,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Others,105.4,0
5021,0,Yes,Yes,23,Yes,Yes,Fiber optic,Yes,No,No,No,One year,No,Others,81.85,0
71,0,Yes,Yes,52,Yes,No,No,No,No,No,No,One year,Yes,Electronic check,20.4,0
3501,0,Yes,Yes,59,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Others,76.45,0
4917,0,No,No,15,Yes,No,No,No,No,No,No,Month-to-month,No,Others,19.6,0
6652,0,No,No,36,Yes,No,No,No,No,No,No,Two year,Yes,Others,18.55,0
2305,0,Yes,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Others,97.7,0
5941,0,No,No,36,No,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Others,34.85,0
3926,0,No,No,11,No,No,DSL,No,Yes,Yes,No,Month-to-month,No,Others,34.7,0
6341,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,100.35,1
2261,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,Month-to-month,Yes,Others,52.15,0
195,0,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.55,0
912,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,One year,Yes,Others,106.1,0
7042,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Others,105.65,0
1524,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Others,109.85,0
2064,0,Yes,Yes,30,Yes,No,No,No,No,No,No,One year,No,Others,19.55,0
1017,0,No,No,64,Yes,Yes,No,No,No,No,No,One year,Yes,Others,24.4,0
4107,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Two year,Yes,Others,94.45,0
6202,0,Yes,Yes,21,Yes,Yes,DSL,Yes,Yes,No,Yes,One year,No,Others,77.5,1
6347,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,68.6,0
2956,0,No,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,99.0,0
3765,0,No,No,5,Yes,Yes,No,No,No,No,No,Month-to-month,No,Others,25.45,0
5215,0,Yes,No,8,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.15,1
4092,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.25,0
1620,0,Yes,Yes,2,No,No,DSL,No,No,No,Yes,Month-to-month,No,Others,29.05,0
4974,0,No,No,3,No,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Others,36.85,1
2740,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,44.4,1
5107,0,Yes,No,47,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Others,58.6,0
1362,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,1
2620,0,No,No,18,Yes,No,DSL,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,68.35,0
1,0,No,No,34,Yes,No,DSL,Yes,No,Yes,No,One year,No,Others,56.95,0
6533,1,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,105.8,0
6088,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,55.4,1
6006,0,Yes,Yes,23,No,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,30.35,0
5195,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,75.1,0
6021,0,Yes,Yes,13,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.45,0
6056,0,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Others,71.1,0
2689,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Others,116.75,0
4116,0,Yes,Yes,20,Yes,No,No,No,No,No,No,One year,No,Others,19.7,0
5645,0,Yes,No,64,Yes,Yes,DSL,Yes,No,No,No,One year,Yes,Others,66.15,0
5432,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,76.4,1
954,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.1,0
6270,0,Yes,Yes,29,Yes,No,No,No,No,No,No,Two year,No,Others,20.2,0
1892,1,No,No,4,No,No,DSL,No,Yes,No,No,Month-to-month,Yes,Others,50.95,0
3957,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,Two year,No,Electronic check,102.6,0
209,0,Yes,No,64,Yes,No,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Others,102.45,0
4170,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,No,Others,115.15,0
1091,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,One year,Yes,Others,75.35,0
173,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,One year,Yes,Others,94.85,1
2595,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Two year,Yes,Others,80.45,0
5991,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.25,1
2213,0,Yes,Yes,12,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.25,0
347,0,Yes,No,70,Yes,No,No,No,No,No,No,Two year,No,Others,19.45,0
3072,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.4,0
3452,0,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Others,44.95,0
3397,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,91.7,0
2166,1,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,94.05,0
6138,1,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,No,Others,83.85,0
6442,0,Yes,Yes,67,Yes,No,DSL,No,Yes,No,No,One year,No,Others,50.55,0
6222,0,No,No,66,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Others,89.4,0
6871,0,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Others,94.6,0
3240,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,One year,No,Others,106.55,1
793,0,No,Yes,34,Yes,No,DSL,Yes,No,Yes,Yes,Two year,No,Others,67.65,0
781,0,Yes,Yes,5,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,44.8,0
3679,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,20.1,1
4492,0,Yes,Yes,54,Yes,Yes,No,No,No,No,No,Two year,Yes,Others,24.05,0
6641,0,No,No,16,Yes,No,DSL,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,1
3974,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,One year,No,Others,79.25,0
6975,0,Yes,Yes,24,Yes,Yes,DSL,Yes,Yes,Yes,No,Two year,No,Electronic check,64.35,0
1599,0,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Others,80.4,0
4659,0,Yes,Yes,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Two year,Yes,Others,104.3,0
4572,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,106.15,0
618,0,No,No,57,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Others,87.55,0
3126,0,Yes,Yes,26,No,No,DSL,Yes,Yes,No,Yes,Month-to-month,No,Others,38.85,0
4005,0,No,No,1,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Others,24.05,1
4610,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Others,117.8,1
405,0,No,No,72,Yes,No,No,No,No,No,No,Two year,Yes,Others,19.8,0
47,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.65,1
1254,1,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,Yes,Two year,No,Others,88.8,0
5122,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,Month-to-month,No,Others,49.85,0
122,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1
1906,0,No,No,40,No,No,DSL,No,Yes,No,Yes,One year,No,Others,36.0,0
1626,0,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,Month-to-month,No,Others,59.2,0
4190,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,Yes,Month-to-month,Yes,Others,96.2,1
1651,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.1,1
6199,1,No,No,43,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,89.55,1
3096,0,Yes,No,71,No,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Others,61.4,0
685,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.9,0
2872,0,Yes,Yes,42,Yes,Yes,No,No,No,No,No,Two year,No,Electronic check,22.95,0
6751,0,No,No,52,Yes,No,No,No,No,No,No,Two year,No,Others,19.65,0
3560,0,No,No,7,Yes,No,DSL,No,No,No,No,Month-to-month,No,Others,43.9,0
3251,1,No,No,37,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Others,106.75,1
2306,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,0
1118,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Others,105.25,0
4144,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Month-to-month,No,Others,103.85,0
4693,0,No,Yes,52,Yes,Yes,No,No,No,No,No,Two year,No,Others,25.6,0
370,0,Yes,Yes,33,Yes,No,No,No,No,No,No,One year,No,Others,20.6,0
1176,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Others,109.9,1
3581,0,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Others,74.5,0
823,0,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,Yes,Others,63.95,0
3959,0,No,No,59,Yes,No,DSL,No,No,Yes,No,One year,Yes,Others,61.35,0
4113,0,No,No,36,Yes,No,No,No,No,No,No,One year,Yes,Others,20.35,0
5785,0,Yes,Yes,46,Yes,No,No,No,No,No,No,Two year,Yes,Others,20.2,0
5666,0,Yes,No,35,No,No,DSL,Yes,No,Yes,No,One year,No,Others,53.15,0
5979,0,No,No,53,Yes,No,No,No,No,No,No,Two year,No,Others,19.65,0
5724,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,71.35,1
4789,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Others,71.1,1
5802,0,No,No,42,Yes,No,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.55,0
731,0,No,No,5,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.35,0
37,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,74.8,0
612,0,No,Yes,66,Yes,No,No,No,No,No,No,Two year,No,Others,20.55,0
938,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Others,108.05,0
1687,0,Yes,Yes,12,Yes,Yes,No,No,No,No,No,One year,No,Others,26.4,0
4820,0,Yes,No,58,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,Yes,Electronic check,84.3,0
3985,1,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,Yes,Others,54.55,0
1798,0,No,No,35,Yes,Yes,No,No,No,No,No,One year,No,Others,26.2,0
2715,0,No,No,41,Yes,Yes,No,No,No,No,No,Month-to-month,Yes,Others,25.25,0
669,0,Yes,No,70,No,No,DSL,No,Yes,Yes,Yes,Two year,No,Others,57.8,0
2418,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Others,86.45,0
5525,0,Yes,Yes,54,Yes,Yes,No,No,No,No,No,One year,Yes,Others,24.75,0
1771,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,90.5,1
4922,0,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.8,0
1604,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,No,Others,95.75,0
4491,0,No,No,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.75,0
861,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,Two year,No,Others,93.4,0
3067,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.4,1
1980,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.25,0
1724,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,94.9,0
4257,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,No,Electronic check,99.4,0
1933,0,No,No,20,Yes,No,No,No,No,No,No,One year,Yes,Others,19.7,0
4936,1,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.05,0
4993,0,Yes,Yes,72,No,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Others,65.65,0
5532,0,No,No,31,Yes,No,No,No,No,No,No,Two year,No,Others,20.9,0
3340,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Others,83.15,1
2832,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,Yes,One year,No,Others,70.75,0
3265,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,70.75,1
462,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,101.15,1
1329,0,Yes,No,72,Yes,No,No,No,No,No,No,Two year,No,Others,19.4,0
4622,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Others,83.8,0
2761,1,No,No,10,No,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,34.7,1
2962,0,Yes,Yes,3,No,No,DSL,No,No,No,Yes,Month-to-month,Yes,Others,31.0,1
485,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Two year,Yes,Others,84.5,0
2486,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,One year,Yes,Electronic check,90.45,0
3794,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,Month-to-month,Yes,Others,54.75,0
6286,0,No,Yes,8,Yes,No,No,No,No,No,No,Month-to-month,No,Others,20.05,0
1327,0,Yes,No,59,Yes,Yes,Fiber optic,No,No,Yes,No,One year,Yes,Others,99.5,1
4845,0,Yes,Yes,20,No,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Others,39.4,0
1221,0,No,No,9,No,No,DSL,No,No,No,No,Month-to-month,Yes,Others,24.6,0
5018,0,Yes,Yes,72,Yes,No,No,No,No,No,No,Two year,No,Others,19.7,0
2670,0,Yes,Yes,51,Yes,Yes,Fiber optic,Yes,No,No,Yes,One year,Yes,Others,95.15,0
583,0,Yes,Yes,1,Yes,No,No,No,No,No,No,Month-to-month,Yes,Others,19.0,0
6162,1,Yes,No,60,No,No,DSL,No,Yes,No,No,Two year,Yes,Others,49.45,0
6700,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Two year,Yes,Others,106.3,0
